participant_id,cheese_type,product,presentation_order,overall_liking,chewiness,hardness,moisture,graininess,dairy_flavor,fattiness,tastiness,softness,jar_moisture,jar_firmness,jar_saltiness,jar_fattiness,jar_sharpness,jar_creaminess
cheese_d19777fcbb7a,mozzarella,dairy,2,6.33,78.0,100.0,47.0,51.0,83.0,56.0,70.0,,5,1,5,2,5,1
cheese_273af0a5a169,mozzarella,plant_based,2,9.0,31.0,60.0,60.0,24.0,18.0,12.0,47.0,51.0,4,3,3,3,2,3
cheese_187b2d634e56,mozzarella,plant_based,1,2.33,35.0,86.0,28.0,53.0,9.0,62.0,0.0,53.0,4,2,2,2,5,2
cheese_7013189a75f4,feta,plant_based,2,5.0,4.0,0.0,75.0,18.0,72.0,67.0,81.0,100.0,1,3,3,4,1,4
cheese_23a1357d7f59,cheddar,dairy,2,9.0,52.0,49.0,54.0,11.0,100.0,45.0,92.0,48.0,3,3,3,3,3,3
cheese_c60ac3ff0735,cheddar,dairy,2,9.0,70.0,59.0,60.0,36.0,100.0,76.0,100.0,68.0,3,3,3,3,2,4
cheese_c631c9343917,cheddar,plant_based,1,5.0,12.0,57.0,28.0,41.0,50.0,47.0,21.0,45.0,4,1,3,2,2,2
cheese_8c829d055a39,cheddar,plant_based,1,5.0,56.0,56.0,51.0,83.0,7.0,26.0,7.0,52.0,4,1,2,3,1,3
cheese_e37adb3e679a,cheddar,plant_based,1,1.0,13.0,12.0,,0.0,,,,17.0,2,2,3,2,5,1
cheese_4067f267dd65,mozzarella,dairy,2,6.33,65.0,30.0,59.0,1.0,91.0,53.0,74.0,0.0,2,3,2,3,3,3
cheese_75a4ae81ec47,mozzarella,plant_based,1,9.0,50.0,49.0,60.0,63.0,64.0,71.0,58.0,67.0,4,2,2,2,2,2
cheese_4edb104b71d3,mozzarella,dairy,1,9.0,27.0,0.0,29.0,,87.0,56.0,84.0,17.0,2,4,3,2,3,3
cheese_4d20562be0d9,cheddar,plant_based,2,3.67,86.0,73.0,31.0,80.0,31.0,37.0,37.0,38.0,4,1,2,2,4,2
cheese_5f95d52f7e00,cheddar,plant_based,1,5.0,65.0,45.0,53.0,48.0,77.0,69.0,66.0,62.0,3,4,3,4,4,4
cheese_c9ad5fd52aae,feta,dairy,2,6.33,29.0,14.0,66.0,10.0,76.0,62.0,79.0,88.0,3,4,2,3,4,3
cheese_ecfa2bc7ab0d,mozzarella,dairy,1,6.33,60.0,33.0,52.0,8.0,58.0,40.0,40.0,45.0,3,2,1,2,2,3
cheese_9cac3ed56aaf,cheddar,dairy,2,9.0,35.0,61.0,39.0,55.0,64.0,29.0,53.0,,3,3,3,3,3,3
cheese_2ddf209f964d,feta,plant_based,2,5.0,15.0,17.0,27.0,11.0,34.0,31.0,30.0,69.0,3,3,2,2,2,3
cheese_de74b0a07018,feta,dairy,1,5.0,53.0,80.0,42.0,48.0,47.0,20.0,80.0,38.0,3,3,4,2,4,3
cheese_d19777fcbb7a,mozzarella,plant_based,1,9.0,74.0,100.0,45.0,44.0,71.0,24.0,32.0,,5,1,4,1,2,1
cheese_05030e1ad4ce,cheddar,dairy,2,9.0,8.0,33.0,56.0,65.0,93.0,95.0,100.0,53.0,4,3,3,4,3,3
cheese_e7237b836c44,feta,dairy,1,5.0,52.0,45.0,45.0,20.0,28.0,39.0,76.0,42.0,3,3,3,2,3,3
cheese_e6f9189de4fa,mozzarella,dairy,1,7.67,48.0,55.0,72.0,,,,,,2,3,3,4,3,3
cheese_4b0254b97369,cheddar,plant_based,1,1.0,99.0,38.0,79.0,,72.0,78.0,70.0,56.0,3,2,3,3,1,3
cheese_614d300b5887,cheddar,plant_based,2,1.0,59.0,56.0,19.0,73.0,,9.0,30.0,52.0,4,1,3,2,2,2
cheese_e09f821a348f,cheddar,dairy,1,9.0,21.0,54.0,54.0,14.0,98.0,75.0,72.0,35.0,4,3,3,3,3,3
cheese_8a5319635ef2,cheddar,dairy,1,6.33,50.0,28.0,61.0,79.0,84.0,91.0,84.0,90.0,3,4,4,4,3,3
cheese_6a8a429ed0eb,feta,dairy,2,6.33,43.0,50.0,50.0,64.0,82.0,64.0,48.0,64.0,2,3,5,4,5,4
cheese_2781b108640e,mozzarella,dairy,1,9.0,63.0,4.0,46.0,7.0,58.0,41.0,77.0,89.0,3,3,3,2,3,3
cheese_36b0edb8046b,cheddar,plant_based,2,1.0,,37.0,,,,,,,1,1,3,2,1,1
cheese_9aa34d88a556,mozzarella,plant_based,1,1.0,16.0,5.0,35.0,28.0,49.0,46.0,25.0,88.0,3,1,3,2,1,2
cheese_4cceea25bdff,feta,plant_based,2,2.33,20.0,0.0,81.0,16.0,0.0,0.0,0.0,5.0,2,5,5,1,2,4
cheese_f44974712f2d,feta,plant_based,1,5.0,,,96.0,19.0,32.0,68.0,7.0,100.0,1,2,4,1,5,5
cheese_93836954333c,mozzarella,dairy,1,9.0,52.0,40.0,50.0,11.0,95.0,46.0,100.0,42.0,3,3,3,3,3,3
cheese_c5ad7d71ab54,feta,plant_based,2,6.33,0.0,0.0,85.0,14.0,78.0,67.0,81.0,100.0,1,2,3,4,2,4
cheese_4cbd8bbb1a74,cheddar,plant_based,2,3.67,92.0,76.0,29.0,84.0,17.0,43.0,37.0,29.0,4,1,2,2,4,2
cheese_8dd50f93f4db,feta,dairy,2,9.0,28.0,29.0,79.0,27.0,67.0,47.0,80.0,58.0,3,3,3,3,3,3
cheese_3cdbbf10fc52,feta,plant_based,1,6.33,40.0,96.0,58.0,78.0,18.0,17.0,14.0,78.0,5,2,2,1,5,4
cheese_c19aab6c827b,cheddar,dairy,1,5.0,53.0,42.0,46.0,8.0,100.0,52.0,100.0,43.0,3,3,3,3,3,3
cheese_fe03ffc48990,feta,plant_based,1,1.0,56.0,56.0,88.0,33.0,68.0,56.0,45.0,31.0,2,4,3,3,2,3
cheese_60c16dab10e8,mozzarella,dairy,1,2.33,45.0,52.0,71.0,,,,,,3,2,3,3,4,3
cheese_5b702bf03c78,feta,dairy,1,5.0,0.0,3.0,75.0,3.0,83.0,66.0,78.0,100.0,3,3,2,3,3,3
cheese_e27f18f572cb,cheddar,plant_based,2,5.0,4.0,19.0,16.0,0.0,13.0,5.0,77.0,93.0,4,2,3,2,2,2
cheese_8692b400e15c,feta,dairy,1,5.0,1.0,9.0,86.0,0.0,87.0,74.0,73.0,100.0,3,3,3,3,3,3
cheese_13947f64916f,mozzarella,plant_based,2,7.67,10.0,24.0,47.0,9.0,63.0,71.0,66.0,41.0,2,3,3,4,3,3
cheese_45d96a233186,cheddar,dairy,1,6.33,15.0,6.0,92.0,2.0,86.0,100.0,76.0,87.0,2,3,3,3,3,3
cheese_62f8539fc1d8,cheddar,dairy,1,7.67,64.0,39.0,82.0,20.0,82.0,83.0,80.0,81.0,2,3,3,3,3,3
cheese_2a7476a3d40d,feta,plant_based,1,5.0,6.0,24.0,66.0,53.0,39.0,48.0,47.0,42.0,3,2,3,2,3,2
cheese_4d2da98491db,cheddar,dairy,2,9.0,35.0,39.0,25.0,14.0,100.0,74.0,100.0,20.0,3,3,3,3,3,3
cheese_9608a626f3e4,feta,plant_based,2,9.0,18.0,12.0,31.0,13.0,34.0,31.0,30.0,67.0,3,3,2,2,2,3
cheese_2b7ea2bd2674,feta,dairy,2,9.0,27.0,36.0,74.0,30.0,81.0,42.0,90.0,54.0,3,3,3,3,3,3
cheese_61a499011d86,feta,plant_based,1,1.0,,,100.0,25.0,41.0,68.0,7.0,100.0,1,2,4,1,4,4
cheese_9698d00ec1d1,mozzarella,plant_based,2,1.0,10.0,10.0,30.0,26.0,50.0,50.0,25.0,92.0,3,1,3,2,1,1
cheese_4bb37e515412,cheddar,plant_based,2,2.33,63.0,60.0,51.0,74.0,10.0,25.0,7.0,52.0,4,1,2,3,1,3
cheese_23b6ac1c9db1,feta,dairy,1,5.0,35.0,32.0,54.0,12.0,100.0,56.0,79.0,26.0,3,3,4,3,3,4
cheese_7b64560e25ab,feta,plant_based,1,5.0,39.0,23.0,87.0,58.0,61.0,54.0,60.0,37.0,4,2,2,3,3,3
cheese_6a8a429ed0eb,feta,plant_based,1,1.0,9.0,9.0,80.0,51.0,56.0,47.0,49.0,91.0,1,4,4,4,4,5
cheese_902d79d7c012,feta,dairy,1,2.33,25.0,12.0,72.0,9.0,83.0,63.0,90.0,96.0,3,3,3,3,3,3
cheese_e7237b836c44,feta,plant_based,2,9.0,49.0,10.0,76.0,76.0,60.0,58.0,21.0,88.0,1,2,3,2,3,4
cheese_66d5b2730439,mozzarella,plant_based,1,6.33,36.0,40.0,32.0,70.0,15.0,59.0,59.0,65.0,2,3,3,2,3,2
cheese_3745fef15174,feta,dairy,2,9.0,22.0,66.0,62.0,34.0,84.0,42.0,100.0,23.0,3,3,3,3,3,2
cheese_a551c7ccb671,feta,dairy,2,6.33,51.0,39.0,51.0,60.0,86.0,45.0,78.0,66.0,3,3,3,3,3,3
cheese_d8ef96c9b545,feta,plant_based,2,9.0,2.0,0.0,84.0,23.0,78.0,69.0,81.0,100.0,1,3,3,4,2,4
cheese_2d6496a6c601,mozzarella,plant_based,1,1.0,59.0,53.0,48.0,27.0,16.0,29.0,29.0,43.0,3,1,3,2,2,3
cheese_bb3fa6c49391,mozzarella,dairy,1,9.0,77.0,72.0,28.0,29.0,86.0,93.0,92.0,84.0,3,3,3,3,3,3
cheese_8f9484c4e050,feta,dairy,1,6.33,51.0,31.0,44.0,11.0,74.0,47.0,70.0,80.0,3,2,3,3,2,3
cheese_1ce3e88a4d78,mozzarella,dairy,1,7.67,36.0,46.0,49.0,,100.0,80.0,77.0,77.0,3,3,3,3,3,3
cheese_2ddf209f964d,feta,dairy,1,9.0,28.0,30.0,44.0,9.0,100.0,58.0,77.0,18.0,3,3,3,3,3,3
cheese_dc2f8bfdd32b,cheddar,dairy,1,7.67,12.0,6.0,92.0,49.0,93.0,62.0,81.0,45.0,3,3,3,4,3,4
cheese_f22e95e25191,mozzarella,dairy,1,9.0,10.0,10.0,100.0,5.0,100.0,71.0,100.0,20.0,5,4,3,2,2,3
cheese_ae3090c27be2,mozzarella,dairy,2,7.67,88.0,24.0,60.0,2.0,92.0,63.0,70.0,13.0,3,3,3,3,2,3
cheese_0379abaecd07,cheddar,plant_based,2,1.0,58.0,63.0,48.0,70.0,9.0,20.0,7.0,49.0,4,1,2,3,1,2
cheese_8ddbb6a76c01,feta,dairy,1,3.67,52.0,25.0,78.0,39.0,74.0,69.0,79.0,40.0,3,3,4,4,4,4
cheese_31030474d2e8,mozzarella,dairy,2,9.0,71.0,13.0,51.0,21.0,81.0,85.0,58.0,85.0,3,3,3,3,3,3
cheese_4b00e6ca3371,cheddar,dairy,1,7.67,28.0,54.0,42.0,53.0,62.0,28.0,56.0,54.0,3,3,3,3,3,3
cheese_23087a7e8aa8,feta,dairy,2,6.33,60.0,38.0,90.0,32.0,97.0,76.0,87.0,91.0,3,3,3,2,3,4
cheese_766d4886ba8b,feta,dairy,1,9.0,30.0,31.0,35.0,10.0,97.0,54.0,80.0,15.0,3,3,3,3,3,3
cheese_a50c42675b09,cheddar,plant_based,1,6.33,45.0,50.0,44.0,13.0,71.0,65.0,70.0,57.0,3,3,2,3,2,3
cheese_5acbd539fdb9,feta,dairy,2,5.0,49.0,51.0,52.0,52.0,80.0,71.0,51.0,59.0,2,3,5,4,5,4
cheese_bc6e77ae3e95,feta,dairy,1,9.0,13.0,1.0,86.0,8.0,99.0,76.0,83.0,98.0,3,3,4,3,3,3
cheese_13947f64916f,mozzarella,dairy,1,9.0,36.0,22.0,21.0,8.0,92.0,72.0,64.0,72.0,3,2,2,3,3,3
cheese_6cc5ef551580,mozzarella,plant_based,2,9.0,33.0,49.0,55.0,14.0,6.0,23.0,47.0,64.0,3,2,3,3,2,3
cheese_5284185d6217,cheddar,dairy,2,9.0,6.0,30.0,51.0,60.0,100.0,100.0,100.0,50.0,3,3,3,4,3,3
cheese_cf2d8b0e4c3d,feta,plant_based,1,9.0,17.0,12.0,61.0,0.0,90.0,68.0,100.0,100.0,2,3,3,3,3,4
cheese_9fdfd7422bb1,feta,plant_based,1,3.67,50.0,52.0,83.0,37.0,75.0,48.0,45.0,33.0,2,4,3,3,2,3
cheese_5efed1663f6a,mozzarella,dairy,2,9.0,27.0,18.0,53.0,6.0,88.0,87.0,66.0,81.0,4,3,2,4,2,3
cheese_60c16dab10e8,mozzarella,plant_based,2,7.67,55.0,44.0,60.0,65.0,47.0,65.0,58.0,65.0,3,2,1,2,2,2
cheese_499dc452f66f,feta,plant_based,1,1.0,48.0,91.0,59.0,77.0,20.0,27.0,14.0,82.0,5,1,2,1,5,4
cheese_3f54aa302fc6,feta,dairy,1,7.67,50.0,49.0,48.0,15.0,30.0,41.0,81.0,40.0,3,3,3,3,3,3
cheese_773b0b549aae,feta,dairy,1,6.33,47.0,67.0,39.0,46.0,46.0,22.0,78.0,39.0,3,3,4,2,3,3
cheese_3cdbbf10fc52,feta,dairy,2,6.33,56.0,26.0,44.0,6.0,75.0,43.0,68.0,75.0,3,2,4,3,2,3
cheese_3fb8cf8fffdd,cheddar,plant_based,1,6.33,64.0,53.0,59.0,49.0,71.0,76.0,66.0,62.0,3,4,3,4,4,4
cheese_5efe9a6f8138,feta,plant_based,2,9.0,1.0,2.0,70.0,22.0,80.0,70.0,81.0,100.0,1,3,3,4,2,4
cheese_734bb52fbc56,mozzarella,plant_based,1,3.67,,,36.0,,23.0,100.0,42.0,92.0,2,5,5,5,1,5
cheese_4e3bbe1a9f94,cheddar,dairy,2,9.0,63.0,62.0,61.0,37.0,100.0,73.0,100.0,69.0,4,3,3,2,2,4
cheese_35698d0b9d89,cheddar,plant_based,1,1.0,40.0,66.0,0.0,9.0,,,,,3,3,3,2,2,4
cheese_7130ea7979d5,mozzarella,dairy,1,6.33,15.0,0.0,87.0,8.0,91.0,94.0,73.0,96.0,3,3,3,5,3,3
cheese_ba9fa046ccad,mozzarella,plant_based,1,1.0,,43.0,48.0,80.0,,,,9.0,2,1,2,2,1,1
cheese_a588f8e8f56c,feta,plant_based,2,5.0,24.0,11.0,71.0,0.0,100.0,62.0,100.0,93.0,3,3,3,3,3,4
cheese_11c1abc37c94,cheddar,dairy,1,9.0,73.0,55.0,61.0,32.0,97.0,69.0,95.0,61.0,3,3,3,3,2,4
cheese_bef343293fa3,cheddar,plant_based,2,2.33,31.0,72.0,30.0,62.0,24.0,26.0,31.0,15.0,4,1,2,3,4,2
cheese_6cc5ef551580,mozzarella,dairy,1,9.0,57.0,45.0,65.0,29.0,88.0,78.0,75.0,55.0,3,3,3,3,2,3
cheese_3c367bfdc179,cheddar,dairy,1,7.67,78.0,47.0,62.0,24.0,98.0,50.0,78.0,52.0,2,4,3,3,3,4
cheese_23087a7e8aa8,feta,plant_based,1,1.0,,,100.0,17.0,49.0,65.0,7.0,98.0,1,2,4,1,5,5
cheese_31bf002f2343,cheddar,plant_based,2,3.67,35.0,61.0,67.0,63.0,8.0,2.0,20.0,74.0,3,2,2,3,2,3
cheese_9e94f196e3fb,feta,dairy,1,6.33,47.0,46.0,52.0,48.0,83.0,62.0,49.0,61.0,2,3,5,4,5,4
cheese_41952e006780,mozzarella,plant_based,1,6.33,29.0,56.0,59.0,25.0,25.0,17.0,47.0,59.0,3,4,3,2,2,3
cheese_54d533d35672,feta,dairy,2,6.33,14.0,24.0,70.0,9.0,84.0,62.0,79.0,82.0,3,4,3,3,3,2
cheese_42a8bad0e93a,mozzarella,plant_based,2,1.0,32.0,27.0,21.0,9.0,0.0,,,13.0,3,3,2,2,1,2
cheese_d6a4268cc97e,mozzarella,plant_based,1,6.33,13.0,23.0,39.0,16.0,68.0,52.0,66.0,56.0,2,3,3,3,3,3
cheese_ac2f7a4332d4,feta,dairy,2,9.0,0.0,,82.0,,100.0,81.0,91.0,94.0,3,3,4,3,3,3
cheese_b7d6e72dfb85,mozzarella,plant_based,1,2.33,28.0,32.0,29.0,7.0,0.0,,,15.0,3,3,2,2,1,2
cheese_f3771b948d0f,feta,dairy,1,9.0,0.0,,82.0,,92.0,85.0,91.0,87.0,3,3,4,3,4,3
cheese_62932f784656,feta,plant_based,2,7.67,58.0,30.0,29.0,29.0,28.0,29.0,43.0,42.0,1,1,1,1,1,1
cheese_ca383432cdff,feta,plant_based,1,1.0,15.0,13.0,66.0,16.0,31.0,9.0,51.0,7.0,2,4,3,2,2,4
cheese_dae2f3aa6fbe,cheddar,plant_based,1,9.0,48.0,58.0,9.0,85.0,,19.0,30.0,54.0,4,1,3,2,2,1
cheese_af099857d24b,cheddar,plant_based,1,1.0,12.0,22.0,,0.0,,,,20.0,2,2,2,2,5,1
cheese_11e66549a18f,feta,dairy,1,5.0,23.0,23.0,69.0,16.0,78.0,67.0,86.0,79.0,3,3,3,3,4,3
cheese_81b6dc6c8969,mozzarella,plant_based,1,1.0,9.0,27.0,18.0,54.0,16.0,14.0,21.0,18.0,5,2,5,2,2,1
cheese_e5e63f03f7dd,mozzarella,dairy,1,7.67,45.0,50.0,83.0,11.0,87.0,89.0,65.0,73.0,3,4,3,4,3,3
cheese_ea495a02f88b,cheddar,dairy,1,9.0,57.0,50.0,20.0,12.0,59.0,50.0,69.0,52.0,3,2,3,3,3,3
cheese_82e91301b37b,mozzarella,plant_based,2,6.33,,46.0,50.0,78.0,,,,5.0,2,1,2,2,1,1
cheese_3701c1b77d7c,cheddar,dairy,2,3.67,65.0,43.0,82.0,27.0,79.0,92.0,80.0,74.0,1,3,3,3,3,3
cheese_270dbcb30835,feta,plant_based,1,6.33,0.0,0.0,75.0,15.0,80.0,70.0,81.0,100.0,1,3,3,4,2,4
cheese_4d3ec63bdde4,cheddar,plant_based,2,7.67,65.0,64.0,66.0,42.0,61.0,22.0,68.0,23.0,4,2,3,2,2,3
cheese_4ef7f02458e9,feta,plant_based,2,9.0,42.0,8.0,88.0,59.0,53.0,57.0,60.0,50.0,4,2,2,3,3,3
cheese_48e35de70df3,feta,dairy,1,9.0,52.0,51.0,57.0,64.0,89.0,43.0,83.0,78.0,3,3,3,3,3,3
cheese_8a9992876636,mozzarella,plant_based,2,7.67,0.0,0.0,100.0,0.0,90.0,74.0,86.0,100.0,2,5,3,3,3,5
cheese_2fc68b6c3bc0,cheddar,plant_based,2,6.33,89.0,69.0,31.0,80.0,36.0,39.0,37.0,38.0,4,2,2,2,4,2
cheese_4238a0edc1fb,mozzarella,plant_based,1,1.0,1.0,32.0,2.0,68.0,44.0,21.0,26.0,61.0,1,1,4,4,4,2
cheese_f9cbd8e8463e,mozzarella,dairy,2,6.33,32.0,25.0,23.0,12.0,93.0,64.0,60.0,68.0,3,2,2,3,3,3
cheese_94020061ae3a,cheddar,plant_based,2,2.33,14.0,60.0,19.0,39.0,56.0,42.0,21.0,34.0,4,1,3,2,2,3
cheese_45d7e0bd9584,feta,plant_based,2,9.0,15.0,12.0,72.0,0.0,94.0,67.0,100.0,92.0,3,3,3,3,3,4
cheese_ea1eddd6129c,cheddar,dairy,1,9.0,58.0,54.0,41.0,7.0,88.0,62.0,74.0,50.0,3,3,2,3,3,3
cheese_3c367bfdc179,cheddar,plant_based,2,5.0,66.0,66.0,64.0,40.0,59.0,24.0,68.0,21.0,5,2,3,2,2,3
cheese_1877d67af52d,feta,plant_based,2,1.0,0.0,10.0,24.0,1.0,,47.0,0.0,92.0,5,1,2,1,1,1
cheese_c0cd2b8187b5,feta,dairy,2,3.67,34.0,38.0,88.0,28.0,72.0,46.0,87.0,60.0,3,3,3,3,3,2
cheese_ea1eddd6129c,cheddar,plant_based,2,9.0,45.0,45.0,38.0,14.0,78.0,70.0,70.0,49.0,3,3,2,2,2,3
cheese_c17e7e0cb7ba,cheddar,dairy,1,6.33,26.0,21.0,,,78.0,32.0,56.0,81.0,3,3,3,2,3,3
cheese_7f755e1efbab,cheddar,dairy,1,6.33,14.0,53.0,56.0,15.0,93.0,60.0,74.0,17.0,3,3,3,3,2,4
cheese_1f208ca0e30f,cheddar,plant_based,2,6.33,44.0,53.0,52.0,12.0,70.0,73.0,70.0,61.0,3,3,2,3,2,3
cheese_62c70cb2e2cf,mozzarella,plant_based,1,1.0,11.0,,2.0,98.0,,0.0,3.0,,1,1,1,1,1,1
cheese_34b21119bf2a,feta,plant_based,1,1.0,,,100.0,21.0,39.0,68.0,7.0,100.0,1,2,4,1,5,5
cheese_ed72776f19ab,mozzarella,dairy,1,9.0,59.0,34.0,73.0,11.0,100.0,63.0,98.0,78.0,3,3,3,3,3,3
cheese_6a092a5735af,cheddar,dairy,1,9.0,0.0,0.0,93.0,7.0,94.0,100.0,80.0,94.0,3,3,3,3,3,3
cheese_80d158377444,feta,dairy,1,9.0,0.0,,76.0,,97.0,80.0,89.0,100.0,3,2,4,3,3,3
cheese_766085bdafa3,cheddar,dairy,1,7.67,2.0,6.0,85.0,52.0,95.0,57.0,78.0,40.0,3,3,3,4,3,4
cheese_11c1abc37c94,cheddar,plant_based,2,1.0,60.0,64.0,34.0,20.0,,,45.0,58.0,4,4,1,2,1,3
cheese_c9ad5fd52aae,feta,plant_based,1,6.33,12.0,8.0,72.0,0.0,92.0,70.0,100.0,97.0,3,3,3,3,3,4
cheese_11e66549a18f,feta,plant_based,2,9.0,19.0,16.0,66.0,4.0,100.0,61.0,100.0,87.0,3,3,3,3,2,4
cheese_e329fc542a08,mozzarella,plant_based,2,5.0,,,28.0,,25.0,97.0,42.0,100.0,2,5,5,5,1,5
cheese_36b0edb8046b,cheddar,dairy,1,6.33,15.0,49.0,51.0,19.0,100.0,69.0,71.0,23.0,3,3,3,3,3,3
cheese_6c270ad0fdea,feta,dairy,1,9.0,31.0,31.0,81.0,41.0,63.0,50.0,91.0,62.0,3,3,3,3,3,3
cheese_9ec1f5799aa2,mozzarella,plant_based,1,6.33,41.0,51.0,41.0,37.0,50.0,50.0,46.0,39.0,4,3,3,2,3,3
cheese_e4a11d4896c6,feta,dairy,1,7.67,47.0,49.0,52.0,63.0,93.0,44.0,72.0,85.0,3,3,3,3,3,3
cheese_7984c7e017b4,mozzarella,dairy,1,1.0,100.0,15.0,50.0,,100.0,24.0,,47.0,2,2,3,3,2,1
cheese_ca96e70943ab,cheddar,plant_based,2,6.33,9.0,15.0,70.0,0.0,45.0,48.0,33.0,70.0,3,2,2,3,1,3
cheese_1877d67af52d,feta,dairy,1,9.0,4.0,6.0,91.0,3.0,88.0,60.0,76.0,89.0,3,3,4,3,3,3
cheese_1733b2edc2d5,feta,dairy,1,9.0,57.0,43.0,96.0,28.0,91.0,74.0,91.0,94.0,3,4,3,3,3,4
cheese_4d20562be0d9,cheddar,dairy,1,6.33,57.0,35.0,63.0,45.0,70.0,85.0,77.0,70.0,2,3,3,4,3,3
cheese_72095beaf7e8,cheddar,dairy,2,9.0,21.0,19.0,49.0,19.0,100.0,49.0,100.0,79.0,3,3,3,3,3,3
cheese_b04db5156c6f,cheddar,dairy,2,6.33,21.0,22.0,,,77.0,30.0,59.0,76.0,3,3,3,3,3,3
cheese_35698d0b9d89,cheddar,dairy,2,9.0,20.0,16.0,,,80.0,38.0,65.0,75.0,3,3,3,3,4,3
cheese_6985a27b5958,feta,dairy,1,5.0,0.0,3.0,82.0,9.0,87.0,75.0,81.0,95.0,2,3,3,3,2,3
cheese_816a302e12a5,mozzarella,plant_based,1,9.0,46.0,44.0,59.0,62.0,60.0,69.0,58.0,57.0,4,2,1,2,2,2
cheese_1149133f83e4,cheddar,dairy,1,9.0,54.0,47.0,15.0,19.0,57.0,50.0,79.0,50.0,3,2,3,4,3,3
cheese_9f111264c585,mozzarella,dairy,1,7.67,69.0,100.0,55.0,55.0,91.0,44.0,63.0,,5,1,5,2,5,1
cheese_94020061ae3a,cheddar,dairy,1,7.67,32.0,39.0,61.0,6.0,93.0,69.0,75.0,69.0,3,3,3,3,3,3
cheese_6a092a5735af,cheddar,plant_based,2,1.0,0.0,20.0,10.0,0.0,12.0,9.0,77.0,82.0,4,2,3,2,2,2
cheese_ea495a02f88b,cheddar,plant_based,2,6.33,0.0,59.0,11.0,47.0,11.0,0.0,31.0,52.0,2,1,2,2,2,3
cheese_41d151bb2f12,feta,dairy,1,9.0,60.0,50.0,46.0,16.0,23.0,36.0,87.0,37.0,3,3,2,3,3,2
cheese_afa6fbec6987,cheddar,plant_based,1,3.67,50.0,56.0,41.0,24.0,,,45.0,62.0,3,4,1,2,1,3
cheese_73f1a381cb46,cheddar,plant_based,2,3.67,100.0,40.0,85.0,,79.0,79.0,70.0,55.0,3,3,3,3,1,3
cheese_897f6dd494ad,feta,dairy,2,7.67,46.0,52.0,47.0,17.0,26.0,39.0,85.0,38.0,3,3,3,3,3,3
cheese_62c70cb2e2cf,mozzarella,dairy,2,9.0,38.0,,46.0,,100.0,86.0,100.0,42.0,3,3,3,3,3,3
cheese_aea94a0a6a40,mozzarella,dairy,2,6.33,59.0,32.0,31.0,16.0,69.0,24.0,48.0,16.0,2,3,2,3,2,3
cheese_45d7e0bd9584,feta,dairy,1,6.33,22.0,20.0,67.0,14.0,85.0,62.0,80.0,80.0,3,3,3,3,3,3
cheese_07a7af57e85b,cheddar,dairy,1,9.0,72.0,48.0,79.0,18.0,83.0,85.0,83.0,91.0,2,3,3,3,3,4
cheese_8ca1da0a9aab,feta,dairy,1,5.0,9.0,20.0,7.0,70.0,42.0,15.0,100.0,18.0,3,3,3,3,3,3
cheese_52ac975e8e9d,cheddar,plant_based,2,1.0,42.0,76.0,31.0,75.0,20.0,24.0,31.0,17.0,4,2,2,2,4,2
cheese_6a50c6baf706,cheddar,dairy,2,5.0,57.0,57.0,30.0,14.0,46.0,46.0,70.0,48.0,3,2,3,3,3,3
cheese_8b9659260df2,cheddar,dairy,2,1.0,34.0,20.0,79.0,15.0,29.0,27.0,50.0,82.0,1,3,3,3,2,2
cheese_5284185d6217,cheddar,plant_based,1,3.67,51.0,62.0,8.0,83.0,,10.0,30.0,49.0,4,1,3,2,2,1
cheese_766d4886ba8b,feta,plant_based,2,9.0,18.0,12.0,39.0,22.0,31.0,32.0,30.0,74.0,3,3,2,1,2,3
cheese_f206bb79453b,feta,dairy,2,6.33,27.0,40.0,39.0,15.0,100.0,53.0,80.0,20.0,3,3,3,3,3,3
cheese_1accf4e505a2,mozzarella,plant_based,1,7.67,26.0,55.0,38.0,72.0,31.0,34.0,29.0,36.0,4,1,2,2,3,2
cheese_336051ef492f,feta,dairy,2,9.0,26.0,55.0,63.0,33.0,81.0,42.0,95.0,26.0,3,3,3,3,3,3
cheese_a198230df81e,feta,plant_based,2,9.0,39.0,33.0,75.0,20.0,49.0,36.0,77.0,53.0,3,3,4,3,3,3
cheese_558d90b40852,cheddar,dairy,2,9.0,41.0,15.0,73.0,51.0,75.0,58.0,71.0,100.0,1,3,3,3,3,4
cheese_90caf7c155b1,cheddar,dairy,1,6.33,58.0,45.0,52.0,3.0,99.0,56.0,84.0,48.0,3,3,2,3,3,3
cheese_0bf7f0576719,mozzarella,plant_based,1,1.0,,44.0,53.0,73.0,,,,10.0,1,1,2,2,1,1
cheese_ea2d614d6392,mozzarella,plant_based,2,7.67,35.0,28.0,33.0,55.0,12.0,55.0,59.0,64.0,2,3,3,2,2,2
cheese_19340ce0a253,mozzarella,dairy,1,9.0,61.0,18.0,34.0,7.0,63.0,32.0,46.0,12.0,2,3,2,3,2,3
cheese_5c7a16bfa768,cheddar,dairy,1,9.0,6.0,41.0,51.0,20.0,95.0,72.0,63.0,23.0,3,3,3,3,4,3
cheese_cca99a01c41c,cheddar,dairy,1,9.0,26.0,18.0,83.0,11.0,44.0,28.0,53.0,90.0,2,3,3,3,3,2
cheese_08292dc07f9e,feta,dairy,2,9.0,0.0,,86.0,,100.0,84.0,95.0,97.0,3,3,4,4,3,3
